Date,Country,App,Platform,Ad Network,Daily Users
20/10/2018,UA,Blast!,ios,Organic,45
18/10/2018,IT,Carz,ios,Ad Network 1,1
22/10/2018,ZM,Blast!,android,Organic,1
21/10/2018,GF,T-Rex,ios,Organic,1
17/10/2018,TT,Blast!,ios,Organic,3
19/10/2018,KZ,Blast!,android,Organic,17
19/10/2018,ES,Carz,ios,Organic,1
16/10/2018,PA,Blast!,ios,Ad Network 1,15
21/10/2018,DE,Screwed,ios,Organic,1
16/10/2018,TR,Carz,ios,Ad Network 1,2
21/10/2018,GB,Carz,ios,Organic,2
17/10/2018,TH,T-Rex,ios,Organic,10
22/10/2018,ID,T-Rex,android,Organic,5
16/10/2018,QA,Blast!,ios,Ad Network 1,14
20/10/2018,VN,Bally Ball,ios,Organic,2
20/10/2018,FI,Blast!,ios,Organic,4
17/10/2018,RS,T-Rex,android,Organic,1
20/10/2018,CN,T-Rex,ios,Organic,167
21/10/2018,PR,Carz,ios,Ad Network 1,1
19/10/2018,CA,Blast!,ios,Organic,157
22/10/2018,SG,Blast!,android,Organic,2
22/10/2018,SI,T-Rex,android,Organic,1
19/10/2018,CH,Bally Ball,ios,Organic,3
20/10/2018,MD,Blast!,ios,Ad Network 1,4
19/10/2018,CZ,Blast!,ios,Organic,20
21/10/2018,DZ,Blast!,ios,Ad Network 1,27
20/10/2018,NL,T-Rex,android,Organic,1
17/10/2018,UA,T-Rex,ios,Organic,5
19/10/2018,UZ,Blast!,android,Organic,1
21/10/2018,AU,T-Rex,android,Organic,9
19/10/2018,NP,Blast!,android,Organic,1
22/10/2018,HU,Blast!,android,Organic,10
19/10/2018,SY,T-Rex,ios,Organic,1
21/10/2018,JP,Blast!,ios,Organic,149
22/10/2018,DK,Blast!,ios,Organic,40
22/10/2018,PA,T-Rex,ios,Organic,1
18/10/2018,PF,Blast!,ios,Ad Network 1,5
19/10/2018,SI,Blast!,android,Organic,2
22/10/2018,UZ,Blast!,ios,Organic,4
22/10/2018,PF,Blast!,ios,Ad Network 1,4
17/10/2018,SG,T-Rex,ios,Organic,2
20/10/2018,un,Blast!,ios,Ad Network 1,2
20/10/2018,HU,T-Rex,android,Organic,1
18/10/2018,LA,Blast!,android,Organic,3
18/10/2018,MN,Blast!,ios,Ad Network 1,45
16/10/2018,LT,Blast!,ios,Ad Network 1,10
21/10/2018,SE,T-Rex,ios,Organic,24
22/10/2018,MK,T-Rex,android,Organic,1
16/10/2018,GR,Blast!,ios,Ad Network 3,2
22/10/2018,TR,Blast!,ios,Ad Network 1,144
16/10/2018,NO,Carz,ios,Ad Network 1,1
16/10/2018,AW,Blast!,ios,Ad Network 1,1
16/10/2018,ES,Blast!,ios,Organic,90
21/10/2018,MD,Bally Ball,ios,Organic,1
21/10/2018,CA,Blast!,ios,Organic,117
17/10/2018,AR,Blast!,ios,Ad Network 1,118
16/10/2018,VI,Blast!,ios,Ad Network 3,1
17/10/2018,DO,Blast!,android,Organic,5
20/10/2018,JE,Blast!,ios,Organic,1
20/10/2018,DE,T-Rex,android,Organic,35
22/10/2018,DO,Bally Ball,ios,Organic,1
18/10/2018,SY,Blast!,android,Organic,2
22/10/2018,PT,Bally Ball,ios,Organic,1
17/10/2018,IN,Carz,android,Organic,1
19/10/2018,SR,Blast!,ios,Ad Network 1,1
20/10/2018,IR,Carz,ios,Organic,8
17/10/2018,IS,T-Rex,ios,Organic,1
21/10/2018,BD,Bally Ball,ios,Organic,1
20/10/2018,RO,Blast!,ios,Ad Network 1,69
21/10/2018,TH,T-Rex,android,Organic,5
16/10/2018,MO,Blast!,ios,Ad Network 1,10
21/10/2018,TW,T-Rex,ios,Organic,7
16/10/2018,SA,Bally Ball,ios,Organic,3
21/10/2018,CH,Blast!,android,Organic,16
22/10/2018,PR,Bally Ball,ios,Organic,4
22/10/2018,UZ,Blast!,ios,Ad Network 1,5
18/10/2018,DE,Carz,ios,Ad Network 1,3
18/10/2018,CA,Bally Ball,ios,Organic,106
20/10/2018,EG,Blast!,ios,Organic,14
16/10/2018,IR,Carz,android,Organic,14
22/10/2018,TH,T-Rex,android,Organic,9
21/10/2018,IQ,Bally Ball,ios,Ad Network 1,1
22/10/2018,SE,T-Rex,ios,Organic,18
20/10/2018,MY,Carz,android,Organic,1
19/10/2018,CZ,Blast!,ios,Ad Network 1,67
20/10/2018,US,Blast!,ios,Ad Network 5,528
18/10/2018,CO,Blast!,ios,Ad Network 1,160
22/10/2018,DO,Blast!,ios,Ad Network 1,57
20/10/2018,PR,Blast!,android,Organic,9
22/10/2018,GB,Screwed,android,Organic,6
16/10/2018,TH,Carz,ios,Organic,1
16/10/2018,PH,T-Rex,ios,Organic,4
17/10/2018,BH,Blast!,ios,Organic,2
22/10/2018,AU,Blast!,android,Organic,12
20/10/2018,IR,Blast!,android,Organic,25
16/10/2018,FR,T-Rex,ios,Organic,7
20/10/2018,HK,T-Rex,ios,Organic,1
18/10/2018,BE,T-Rex,ios,Organic,2
20/10/2018,JM,Blast!,android,Organic,1
18/10/2018,CW,Blast!,android,Organic,2
20/10/2018,CA,Screwed,ios,Organic,1
20/10/2018,PE,Blast!,ios,Ad Network 1,59
19/10/2018,RO,Blast!,android,Organic,20
20/10/2018,DE,Blast!,ios,Organic,108
20/10/2018,PY,Carz,ios,Ad Network 1,2
21/10/2018,CO,Bally Ball,ios,Ad Network 1,1
19/10/2018,BH,Blast!,ios,Ad Network 1,13
19/10/2018,TH,Blast!,ios,Ad Network 1,241
17/10/2018,GU,Blast!,ios,Organic,3
22/10/2018,FR,Blast!,ios,Organic,65
22/10/2018,TR,T-Rex,ios,Organic,2
16/10/2018,SI,Blast!,ios,Ad Network 1,19
22/10/2018,DO,Blast!,ios,Ad Network 2,1
20/10/2018,PH,Blast!,android,Organic,80
19/10/2018,JO,Blast!,ios,Organic,3
20/10/2018,IQ,Screwed,ios,Organic,1
18/10/2018,CZ,Carz,ios,Ad Network 1,2
18/10/2018,DK,Blast!,android,Organic,58
22/10/2018,KZ,Blast!,ios,Organic,30
22/10/2018,GB,Bally Ball,ios,Ad Network 2,1
17/10/2018,XK,Blast!,ios,Organic,1
17/10/2018,TR,T-Rex,ios,Organic,5
17/10/2018,AR,Carz,ios,Organic,618
21/10/2018,BR,Bally Ball,ios,Ad Network 1,2
17/10/2018,PY,Blast!,ios,Ad Network 1,15
19/10/2018,CN,Carz,android,Organic,13
20/10/2018,PT,T-Rex,android,Organic,3
17/10/2018,PT,Blast!,android,Organic,7
22/10/2018,MX,Carz,ios,Ad Network 1,2
22/10/2018,TO,Bally Ball,ios,Organic,1
19/10/2018,MN,Blast!,ios,Organic,5
21/10/2018,MP,Blast!,android,Organic,1
18/10/2018,GB,Carz,ios,Ad Network 1,4
20/10/2018,ID,Bally Ball,ios,Organic,1
21/10/2018,BY,Blast!,ios,Organic,8
16/10/2018,ZA,Blast!,ios,Organic,17
18/10/2018,US,Blast!,ios,Ad Network 2,1287
21/10/2018,CN,Carz,android,Organic,8
19/10/2018,PK,T-Rex,ios,Organic,1
18/10/2018,TH,T-Rex,ios,Organic,5
18/10/2018,NP,Blast!,android,Organic,2
22/10/2018,LY,Blast!,ios,Ad Network 1,7
20/10/2018,EG,T-Rex,android,Organic,1
22/10/2018,MK,Blast!,android,Organic,2
19/10/2018,RU,T-Rex,ios,Organic,8
22/10/2018,BR,Blast!,ios,Ad Network 1,374
22/10/2018,RS,Blast!,ios,Ad Network 1,20
16/10/2018,EC,Blast!,ios,Organic,13
21/10/2018,MX,Bally Ball,ios,Ad Network 1,8
20/10/2018,TR,T-Rex,ios,Organic,7
16/10/2018,LB,Blast!,ios,Organic,6
16/10/2018,TH,Blast!,ios,Ad Network 1,288
20/10/2018,KH,Blast!,ios,Ad Network 1,36
17/10/2018,AE,Carz,android,Organic,1
17/10/2018,GE,Blast!,android,Organic,7
22/10/2018,VN,Blast!,ios,Ad Network 1,848
21/10/2018,JP,T-Rex,ios,Organic,17
18/10/2018,TT,Blast!,android,Organic,2
22/10/2018,MM,Blast!,ios,Ad Network 1,14
19/10/2018,un,Blast!,ios,Ad Network 2,1
16/10/2018,JP,Blast!,ios,Organic,180
21/10/2018,SA,Carz,ios,Ad Network 1,1
22/10/2018,BG,Blast!,ios,Organic,11
21/10/2018,LB,Screwed,android,Organic,1
18/10/2018,CM,Blast!,ios,Organic,1
18/10/2018,LT,Blast!,ios,Ad Network 1,8
17/10/2018,TC,Blast!,ios,Ad Network 1,1
21/10/2018,EG,Blast!,ios,Organic,18
17/10/2018,YE,Blast!,ios,Ad Network 1,3
22/10/2018,HU,Blast!,ios,Ad Network 1,58
18/10/2018,US,Bally Ball,ios,Ad Network 2,18
20/10/2018,HR,Blast!,ios,Ad Network 1,12
19/10/2018,PY,Blast!,ios,Ad Network 1,11
20/10/2018,VN,T-Rex,android,Organic,3
21/10/2018,CA,Blast!,ios,Ad Network 3,5
18/10/2018,ZW,Blast!,ios,Ad Network 1,2
22/10/2018,ZW,Blast!,ios,Ad Network 1,1
17/10/2018,BD,Blast!,ios,Ad Network 1,5
17/10/2018,NI,Blast!,android,Organic,2
17/10/2018,TH,T-Rex,ios,Ad Network 1,1
21/10/2018,EC,Blast!,android,Organic,6
22/10/2018,SE,T-Rex,android,Organic,30
19/10/2018,CZ,T-Rex,ios,Organic,1
16/10/2018,BR,Screwed,ios,Organic,1
16/10/2018,HK,Blast!,android,Organic,8
16/10/2018,PR,Blast!,ios,Ad Network 6,1
17/10/2018,UY,Blast!,ios,Organic,12
20/10/2018,VI,Blast!,android,Organic,1
18/10/2018,AR,Blast!,ios,Ad Network 1,129
21/10/2018,CY,Blast!,ios,Ad Network 1,7
22/10/2018,IR,Blast!,ios,Ad Network 1,2
21/10/2018,MY,Blast!,ios,Ad Network 1,67
19/10/2018,US,Blast!,ios,Ad Network 3,5396
18/10/2018,SG,Blast!,ios,Ad Network 1,34
16/10/2018,VN,Blast!,android,Organic,85
16/10/2018,PR,Blast!,android,Organic,8
22/10/2018,VG,Blast!,ios,Ad Network 1,2
20/10/2018,MX,Carz,ios,Ad Network 1,1
20/10/2018,MO,Blast!,ios,Ad Network 1,7
22/10/2018,IR,Carz,ios,Organic,5
20/10/2018,HR,Blast!,ios,Organic,1
21/10/2018,DE,Blast!,ios,Ad Network 1,39
22/10/2018,SA,Blast!,android,Organic,3
17/10/2018,PA,Blast!,ios,Organic,4
21/10/2018,PY,Blast!,android,Organic,2
17/10/2018,GT,Blast!,android,Organic,6
16/10/2018,IQ,Blast!,ios,Ad Network 1,81
16/10/2018,IQ,Blast!,ios,Organic,15
20/10/2018,MF,Blast!,android,Organic,1
19/10/2018,FR,T-Rex,ios,Organic,9
22/10/2018,PL,T-Rex,android,Organic,10
21/10/2018,SA,Bally Ball,ios,Organic,3
19/10/2018,LB,Blast!,ios,Organic,5
16/10/2018,UY,Screwed,android,Organic,3
17/10/2018,FR,Blast!,ios,Ad Network 1,195
20/10/2018,KN,Blast!,ios,Ad Network 1,1
20/10/2018,CO,Blast!,ios,Organic,42
21/10/2018,AE,Carz,ios,Ad Network 1,1
16/10/2018,CH,Blast!,android,Organic,24
16/10/2018,ZA,Carz,ios,Ad Network 1,1
19/10/2018,ID,Blast!,ios,Ad Network 1,85
16/10/2018,TR,Blast!,android,Organic,39
20/10/2018,MU,Blast!,ios,Ad Network 1,3
21/10/2018,PH,Carz,android,Ad Network 1,89
16/10/2018,IM,Blast!,ios,Ad Network 1,3
22/10/2018,AD,Blast!,ios,Organic,1
22/10/2018,CN,Carz,android,Organic,2
18/10/2018,RU,Bally Ball,android,Organic,2
21/10/2018,PF,Bally Ball,ios,Ad Network 1,1
16/10/2018,CA,Blast!,ios,Ad Network 5,1
21/10/2018,CO,Blast!,ios,Ad Network 1,153
22/10/2018,ES,T-Rex,android,Organic,1
19/10/2018,DZ,Blast!,ios,Ad Network 1,37
20/10/2018,PA,Blast!,ios,Ad Network 1,18
18/10/2018,KH,Blast!,ios,Organic,6
17/10/2018,MT,Blast!,ios,Ad Network 1,3
22/10/2018,US,Screwed,ios,Organic,304
22/10/2018,UA,T-Rex,android,Organic,5
20/10/2018,PR,Bally Ball,ios,Ad Network 2,1
18/10/2018,AR,Blast!,ios,Organic,40
18/10/2018,DK,Bally Ball,ios,Organic,1
22/10/2018,MA,T-Rex,android,Organic,2
20/10/2018,SE,T-Rex,android,Organic,23
20/10/2018,HU,Blast!,android,Organic,5
21/10/2018,BD,Blast!,ios,Organic,1
22/10/2018,SK,Blast!,ios,Organic,3
17/10/2018,MK,Blast!,ios,Ad Network 1,12
18/10/2018,SE,Blast!,ios,Organic,65
21/10/2018,IR,Blast!,ios,Ad Network 3,2
18/10/2018,NL,Carz,ios,Ad Network 1,311
22/10/2018,PH,Blast!,ios,Ad Network 1,215
22/10/2018,EG,Blast!,android,Organic,9
18/10/2018,AU,Carz,ios,Ad Network 1,2
18/10/2018,GR,Blast!,android,Organic,6
19/10/2018,IR,T-Rex,ios,Ad Network 7,1
20/10/2018,US,Blast!,ios,Ad Network 6,882
20/10/2018,KR,Carz,ios,Organic,1
21/10/2018,DE,T-Rex,android,Organic,48
19/10/2018,PS,Blast!,ios,Ad Network 1,17
17/10/2018,CH,Blast!,ios,Organic,48
22/10/2018,CO,Blast!,ios,Organic,26
20/10/2018,BN,Blast!,ios,Organic,1
20/10/2018,CH,Blast!,ios,Ad Network 1,40
16/10/2018,un,Blast!,android,Organic,1
18/10/2018,GB,Screwed,android,Organic,2
18/10/2018,BR,Carz,android,Ad Network 1,1078
16/10/2018,CL,Blast!,ios,Ad Network 1,188
21/10/2018,SA,Blast!,ios,Ad Network 1,86
16/10/2018,IL,Bally Ball,ios,Organic,1
16/10/2018,GR,Bally Ball,ios,Organic,2
16/10/2018,CL,Blast!,android,Organic,32
18/10/2018,TT,Blast!,ios,Ad Network 1,11
19/10/2018,RU,Blast!,android,Organic,193
17/10/2018,KW,Carz,ios,Organic,2
21/10/2018,GL,Blast!,ios,Organic,1
16/10/2018,CA,Blast!,ios,Ad Network 2,1
22/10/2018,GB,Bally Ball,ios,Ad Network 5,1
18/10/2018,NA,Blast!,ios,Organic,1
21/10/2018,BF,Blast!,ios,Ad Network 1,1
20/10/2018,MZ,Blast!,ios,Organic,1
17/10/2018,CA,T-Rex,android,Organic,3
20/10/2018,QA,Blast!,ios,Ad Network 1,14
17/10/2018,CL,Blast!,android,Organic,22
18/10/2018,IE,Blast!,ios,Organic,13
16/10/2018,IE,T-Rex,ios,Organic,2
18/10/2018,RU,Blast!,ios,Organic,168
18/10/2018,PH,Carz,ios,Ad Network 1,210
17/10/2018,EG,Blast!,ios,Organic,11
19/10/2018,BN,Blast!,android,Organic,3
16/10/2018,NO,Blast!,android,Organic,24
19/10/2018,BH,T-Rex,ios,Organic,1
17/10/2018,TH,Blast!,ios,Ad Network 1,262
19/10/2018,NO,Blast!,ios,Ad Network 1,27
16/10/2018,NC,Blast!,ios,Organic,2
20/10/2018,TR,Carz,ios,Ad Network 1,1
17/10/2018,GF,Blast!,android,Organic,1
22/10/2018,TN,Bally Ball,ios,Ad Network 1,1
16/10/2018,SG,Blast!,ios,Ad Network 2,1
22/10/2018,BM,Blast!,ios,Ad Network 1,1
19/10/2018,IN,Carz,ios,Organic,2
18/10/2018,VN,Blast!,ios,Ad Network 1,613
18/10/2018,ID,Bally Ball,ios,Organic,1
20/10/2018,ZW,Blast!,ios,Ad Network 1,2
19/10/2018,BN,Blast!,ios,Ad Network 1,2
19/10/2018,PR,Blast!,ios,Ad Network 6,1
21/10/2018,MU,Blast!,android,Organic,2
18/10/2018,BE,Carz,ios,Ad Network 1,6
17/10/2018,HU,Blast!,android,Organic,11
17/10/2018,IR,Carz,android,Organic,16
16/10/2018,GE,Blast!,android,Organic,4
17/10/2018,DK,Blast!,ios,Organic,69
21/10/2018,AT,Blast!,android,Organic,5
18/10/2018,KG,Blast!,ios,Ad Network 1,12
20/10/2018,PR,Blast!,ios,Ad Network 1,46
17/10/2018,KH,Blast!,ios,Organic,7
16/10/2018,PA,Carz,ios,Ad Network 1,1
21/10/2018,EG,Blast!,ios,Ad Network 1,118
16/10/2018,GE,Blast!,ios,Ad Network 1,36
18/10/2018,PT,Blast!,ios,Organic,9
17/10/2018,AE,Blast!,ios,Ad Network 3,2
22/10/2018,CR,Blast!,android,Organic,2
22/10/2018,NL,T-Rex,ios,Organic,2
20/10/2018,JM,Bally Ball,ios,Organic,1
18/10/2018,TJ,Blast!,ios,Ad Network 1,1
20/10/2018,CN,Blast!,ios,Ad Network 3,1
16/10/2018,US,Bally Ball,ios,Organic,2490
22/10/2018,DK,Blast!,android,Organic,18
17/10/2018,GR,Blast!,ios,Organic,10
16/10/2018,CA,Blast!,ios,Ad Network 1,84
20/10/2018,BR,Bally Ball,ios,Organic,2
17/10/2018,AL,Blast!,ios,Organic,12
19/10/2018,CL,Blast!,ios,Organic,42
21/10/2018,US,Bally Ball,ios,Organic,2780
20/10/2018,GR,Blast!,ios,Organic,13
21/10/2018,XK,Blast!,ios,Ad Network 1,4
20/10/2018,BD,Blast!,android,Organic,1
21/10/2018,BS,Blast!,android,Organic,1
19/10/2018,SI,Blast!,ios,Organic,6
22/10/2018,MX,Blast!,ios,Ad Network 3,1
19/10/2018,IR,Blast!,ios,Ad Network 2,1
19/10/2018,IR,Carz,android,Organic,16
16/10/2018,AZ,Blast!,android,Organic,2
16/10/2018,AR,Blast!,android,Organic,27
18/10/2018,EE,Blast!,ios,Ad Network 1,4
17/10/2018,IN,Screwed,android,Organic,1
22/10/2018,AL,T-Rex,ios,Organic,1
19/10/2018,CO,Blast!,android,Organic,25
16/10/2018,SA,Blast!,ios,Ad Network 1,125
19/10/2018,SE,Blast!,ios,Ad Network 1,38
22/10/2018,JP,T-Rex,android,Organic,10
17/10/2018,QA,Blast!,ios,Organic,5
20/10/2018,RS,Blast!,ios,Organic,11
17/10/2018,AU,Blast!,ios,Ad Network 1,26
18/10/2018,GU,Blast!,ios,Ad Network 1,5
21/10/2018,PR,Blast!,ios,Ad Network 1,45
20/10/2018,BO,Carz,ios,Ad Network 1,1
17/10/2018,JM,Blast!,ios,Organic,4
22/10/2018,BA,Blast!,ios,Ad Network 1,4
21/10/2018,PL,T-Rex,android,Organic,16
19/10/2018,ES,Blast!,ios,Organic,84
21/10/2018,MV,Blast!,ios,Organic,2
16/10/2018,PK,T-Rex,ios,Organic,2
22/10/2018,LB,Blast!,ios,Organic,4
19/10/2018,MT,Blast!,ios,Ad Network 1,5
20/10/2018,JP,Bally Ball,ios,Ad Network 1,1
16/10/2018,FR,Carz,ios,Organic,2
19/10/2018,SY,Bally Ball,android,Organic,1
21/10/2018,HU,T-Rex,ios,Organic,1
18/10/2018,GB,Carz,ios,Organic,18
19/10/2018,SG,Blast!,android,Organic,6
22/10/2018,NE,Blast!,ios,Ad Network 1,1
22/10/2018,NL,Carz,ios,Ad Network 1,146
19/10/2018,IM,Blast!,ios,Ad Network 1,2
20/10/2018,NZ,Blast!,ios,Organic,13
19/10/2018,CW,Blast!,android,Organic,1
17/10/2018,LT,Blast!,android,Organic,4
20/10/2018,AT,Blast!,ios,Organic,13
17/10/2018,IT,Blast!,ios,Ad Network 1,286
19/10/2018,AG,Blast!,ios,Ad Network 1,1
16/10/2018,PR,Blast!,ios,Organic,23
20/10/2018,MN,Blast!,ios,Organic,6
18/10/2018,SA,Blast!,android,Organic,6
19/10/2018,GB,Blast!,ios,Ad Network 5,1
19/10/2018,PH,Screwed,ios,Organic,12
18/10/2018,TZ,Blast!,ios,Organic,1
18/10/2018,AR,Screwed,android,Organic,16
20/10/2018,PH,Carz,android,Ad Network 1,123
19/10/2018,TR,Carz,ios,Ad Network 1,1
22/10/2018,VN,T-Rex,ios,Organic,9
17/10/2018,BS,Blast!,ios,Ad Network 1,6
21/10/2018,BR,Screwed,android,Organic,2463
21/10/2018,GN,Blast!,ios,Ad Network 1,1
22/10/2018,BE,Blast!,ios,Organic,20
22/10/2018,GR,Carz,ios,Organic,1
20/10/2018,CR,T-Rex,ios,Organic,1
20/10/2018,SG,Blast!,ios,Ad Network 1,26
16/10/2018,GH,Blast!,android,Organic,1
18/10/2018,NZ,Blast!,android,Organic,2
20/10/2018,UY,Blast!,ios,Organic,8
21/10/2018,DK,Blast!,ios,Organic,48
18/10/2018,IS,Blast!,ios,Organic,9
22/10/2018,BN,Blast!,ios,Ad Network 1,4
22/10/2018,KY,Bally Ball,ios,Organic,1
21/10/2018,AR,Carz,android,Organic,299
21/10/2018,CY,Bally Ball,ios,Ad Network 1,1
20/10/2018,CA,T-Rex,android,Organic,12
19/10/2018,BS,Blast!,android,Organic,1
21/10/2018,OM,Blast!,ios,Organic,1
16/10/2018,IN,Screwed,ios,Organic,1
18/10/2018,GB,Blast!,ios,Ad Network 3,9
17/10/2018,NG,Blast!,ios,Ad Network 1,3
21/10/2018,GF,Blast!,ios,Organic,1
22/10/2018,JP,Bally Ball,ios,Organic,6
22/10/2018,CL,Blast!,android,Organic,7
17/10/2018,RU,Carz,ios,Ad Network 1,1
16/10/2018,HT,Blast!,ios,Ad Network 1,2
17/10/2018,SN,Blast!,ios,Organic,1
18/10/2018,CN,Bally Ball,ios,Organic,5
22/10/2018,PH,Carz,android,Ad Network 1,85
22/10/2018,OM,Blast!,android,Organic,1
16/10/2018,CN,Blast!,android,Organic,5
21/10/2018,SE,Blast!,ios,Ad Network 1,33
18/10/2018,RE,Blast!,android,Organic,1
22/10/2018,MG,Blast!,ios,Ad Network 1,1
22/10/2018,ZA,Blast!,android,Organic,5
17/10/2018,PL,T-Rex,android,Organic,1
18/10/2018,GB,Blast!,ios,Organic,179
19/10/2018,HK,T-Rex,ios,Organic,2
22/10/2018,VN,Screwed,ios,Organic,434
19/10/2018,PH,Blast!,ios,Organic,93
22/10/2018,IL,Screwed,ios,Organic,1
21/10/2018,DE,Blast!,ios,Ad Network 3,1
18/10/2018,BA,Blast!,ios,Ad Network 1,1
22/10/2018,NO,Blast!,android,Organic,13
18/10/2018,FR,Blast!,android,Organic,45
17/10/2018,MQ,Blast!,ios,Organic,2
18/10/2018,BS,Blast!,ios,Organic,2
22/10/2018,SG,T-Rex,ios,Ad Network 1,1
19/10/2018,KN,Blast!,ios,Ad Network 1,1
19/10/2018,CN,Blast!,ios,Organic,250
18/10/2018,US,Bally Ball,android,Organic,8
19/10/2018,SA,Blast!,android,Organic,5
22/10/2018,KH,Blast!,android,Organic,1
18/10/2018,ES,Bally Ball,ios,Organic,2
21/10/2018,PR,Blast!,ios,Ad Network 3,1
21/10/2018,TR,Carz,android,Ad Network 1,1
21/10/2018,MX,Blast!,ios,Ad Network 3,1
18/10/2018,SN,Blast!,ios,Ad Network 1,5
21/10/2018,PR,T-Rex,ios,Ad Network 6,1
21/10/2018,SZ,Blast!,android,Organic,2
17/10/2018,IR,Carz,ios,Organic,4
22/10/2018,AU,T-Rex,android,Organic,10
20/10/2018,SG,Blast!,android,Organic,5
17/10/2018,OM,Blast!,ios,Ad Network 1,6
21/10/2018,US,Bally Ball,ios,Ad Network 3,261
19/10/2018,MU,Blast!,ios,Organic,2
21/10/2018,US,Carz,ios,Ad Network 1,1990
19/10/2018,BY,T-Rex,ios,Organic,1
21/10/2018,CD,Blast!,ios,Ad Network 1,1
17/10/2018,FR,Blast!,ios,Organic,114
18/10/2018,ID,T-Rex,android,Organic,1
19/10/2018,PR,Carz,ios,Organic,1
19/10/2018,PT,Blast!,ios,Ad Network 1,36
16/10/2018,HU,Blast!,ios,Organic,24
18/10/2018,IS,Blast!,android,Organic,1
19/10/2018,AR,Screwed,android,Organic,884
20/10/2018,MD,Blast!,ios,Organic,1
21/10/2018,LY,Blast!,ios,Ad Network 1,12
18/10/2018,KZ,Blast!,ios,Ad Network 1,55
17/10/2018,EE,Blast!,android,Organic,1
22/10/2018,MD,Blast!,ios,Organic,1
20/10/2018,VN,Carz,android,Organic,57
18/10/2018,CO,Blast!,ios,Organic,31
19/10/2018,GE,Blast!,ios,Ad Network 1,40
20/10/2018,PS,T-Rex,ios,Ad Network 1,1
21/10/2018,CA,Blast!,ios,Ad Network 6,1
22/10/2018,LV,Blast!,android,Organic,1
20/10/2018,UY,Blast!,ios,Ad Network 1,19
19/10/2018,US,T-Rex,ios,Ad Network 4,30
16/10/2018,BE,Blast!,ios,Organic,38
20/10/2018,UA,T-Rex,android,Organic,3
17/10/2018,CA,T-Rex,ios,Ad Network 1,10
16/10/2018,NI,Blast!,android,Organic,1
22/10/2018,IL,Blast!,android,Organic,5
19/10/2018,DE,Bally Ball,ios,Ad Network 2,3
17/10/2018,IN,Carz,ios,Organic,3
18/10/2018,CR,Blast!,android,Organic,4
22/10/2018,UA,Blast!,ios,Organic,38
19/10/2018,HU,Blast!,ios,Ad Network 1,83
22/10/2018,CL,Blast!,ios,Ad Network 1,80
16/10/2018,GB,Blast!,ios,Ad Network 3,12
21/10/2018,SV,Blast!,android,Organic,3
18/10/2018,BR,T-Rex,android,Organic,5
21/10/2018,NO,T-Rex,android,Organic,18
18/10/2018,LY,Blast!,ios,Organic,1
21/10/2018,TT,Blast!,ios,Organic,8
19/10/2018,IR,Blast!,ios,Ad Network 1,6
17/10/2018,CV,Blast!,ios,Ad Network 1,3
21/10/2018,NL,Carz,android,Organic,8
20/10/2018,EE,Blast!,ios,Organic,1
21/10/2018,JP,Blast!,android,Organic,33
22/10/2018,GR,Carz,ios,Ad Network 1,3
21/10/2018,IT,T-Rex,ios,Organic,6
17/10/2018,CN,Blast!,ios,Ad Network 1,10
18/10/2018,VE,Blast!,ios,Organic,5
17/10/2018,JP,Blast!,ios,Ad Network 1,136
17/10/2018,NL,Blast!,ios,Ad Network 1,89
17/10/2018,IQ,Blast!,android,Organic,11
22/10/2018,PH,Carz,android,Organic,37
22/10/2018,GM,Blast!,ios,Ad Network 1,1
16/10/2018,GB,T-Rex,android,Organic,3
17/10/2018,IN,Bally Ball,ios,Organic,1
18/10/2018,AF,Carz,android,Organic,1
19/10/2018,PL,Blast!,ios,Ad Network 1,93
22/10/2018,US,Carz,ios,Organic,271
21/10/2018,VN,Carz,ios,Ad Network 1,1266
18/10/2018,TH,Blast!,android,Organic,25
22/10/2018,CR,Blast!,ios,Ad Network 1,16
20/10/2018,AU,Bally Ball,ios,Organic,4
19/10/2018,KG,Blast!,ios,Ad Network 1,7
21/10/2018,CA,Carz,ios,Ad Network 1,2
21/10/2018,GE,Blast!,ios,Ad Network 1,44
19/10/2018,PY,Carz,ios,Ad Network 1,1
17/10/2018,RU,Blast!,ios,Ad Network 1,330
19/10/2018,LC,Blast!,ios,Ad Network 1,1
16/10/2018,IL,T-Rex,ios,Organic,1
20/10/2018,MX,Screwed,android,Organic,1
21/10/2018,BH,T-Rex,android,Organic,1
17/10/2018,BA,Blast!,ios,Ad Network 1,6
22/10/2018,MO,Blast!,ios,Ad Network 1,6
19/10/2018,QA,T-Rex,ios,Organic,1
21/10/2018,VN,Carz,android,Organic,58
16/10/2018,RS,Blast!,android,Organic,9
16/10/2018,GT,Blast!,ios,Organic,10
16/10/2018,LB,Blast!,ios,Ad Network 1,20
19/10/2018,GR,Carz,ios,Organic,1
18/10/2018,ID,Carz,ios,Ad Network 1,1
22/10/2018,CN,T-Rex,ios,Organic,63
17/10/2018,NZ,Blast!,ios,Ad Network 1,16
21/10/2018,RS,T-Rex,android,Organic,1
21/10/2018,GA,Blast!,ios,Ad Network 1,3
22/10/2018,KE,Blast!,ios,Ad Network 1,4
16/10/2018,DK,Blast!,ios,Organic,63
22/10/2018,BN,Blast!,ios,Organic,2
17/10/2018,PR,Blast!,ios,Organic,29
22/10/2018,IQ,Bally Ball,ios,Organic,1
17/10/2018,US,T-Rex,ios,Ad Network 3,268
22/10/2018,DE,Carz,android,Ad Network 1,1
